OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,SHAPE_Length,SHAPE_Area
6587,Gt,Gt,gsFGtM,gsFGtM,,,,,,,,,,,g,s,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1540.138968474895137,175183.693863830470946
6588,Ca/Mv\R2,Ca.Mv\Rak,dsmCa.msdMvM\R,dsmCa,.,msdMvM,\,R,,,,,,,d,s,m,C,,,,a,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,9672.386683646278470,1825985.500662716338411
6589,Ca/Af/Dr,Ca.Af.Dr,dsmCa.gszFf.dsmUGrM,dsmCa,.,gszFf,.,dsmUGrM,,,,,,,d,s,m,C,,,,a,,,,,g,s,z,F,,,,f,,,,,d,s,m,U,G,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,7981.287916619496173,1020897.073358971974812
6590,Dr\R2,Dr\Rak,dsmUGrM\R,dsmUGrM,\,R,,,,,,,,,d,s,m,U,G,,M,r,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,1,"Jackson, 1982, Nahanni, GSC Open File 886",,6508.494401443013885,1069538.688079641899094
6591,bMv,bMv,bMvM,bMvM,,,,,,,,,,,b,,,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,2107.464241078210307,185817.251405536866514
6592,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,7660.287049582049804,746400.704961409675889
6593,Ap,Ap,gszFp,gszFp,,,,,,,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,1006.021060797344262,55022.389862210809952
6594,Cv\R2,Cv\Rak,dsmCv\R,dsmCv,\,R,,,,,,,,,d,s,m,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,28581.623502215097687,7470865.109361680224538
6595,Mv/Cv\Rr,Mv.Cv\Rr,msdMvM.dsmCv\Rr,msdMvM,.,dsmCv,\,Rr,,,,,,,m,s,d,M,,,M,v,,,,,d,s,m,C,,,,v,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,7461.434204779654465,1959753.276503383414820
6596,Ca/Mv,Ca.Mv,dsmCa.msdMvM,dsmCa,.,msdMvM,,,,,,,,,d,s,m,C,,,,a,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,9681.266976092481855,2687611.393987095914781
6597,At,At,gszFt,gszFt,,,,,,,,,,,g,s,z,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,3844.066507726859527,374128.005502476531547
6598,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,3960.833478240548629,352467.089763074414805
6599,R2/Rs[A,Raks-A,R-A,R,,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,45787.938670527037175,29700398.269335992634296
6600,R2/Rs[A,Raks-A,R-A,R,,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,59363.186968250054633,44764438.293577723205090
6601,R2,Rak,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,3336.606726512589830,576631.610737261245959
6602,Cv/Mv\Rr,Cv.Mv\Rr,dsmCv.msdMvM\Rr,dsmCv,.,msdMvM,\,Rr,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,5065.200966297705236,1311846.494322492741048
6603,Rr/Rs,Rrs,Rr,Rr,,,,,,,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,16303.865521778630864,4162279.235641151666641
6604,Rr/R2,Rrak,Rr,Rr,,,,,,,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,10874.185602005791225,2293051.296974598430097
6605,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,10667.708048347309159,2758559.195618893951178
6606,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1656.161315453723319,122131.283905976481037
6607,Ca/Cv/Mv[A\R2,Cav.Mv\Rak-A,dsmCav.msdMvM\R-A,dsmCav,.,msdMvM,\,R,,,A,,,,d,s,m,C,,,,a,v,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,47698.527829954247863,21123103.619448769837618
6608,Cv\[A\R2,Cv\Rak-A,dsmCv\R-A,dsmCv,\,R,,,,,A,,,,d,s,m,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,16431.611415383711574,6177977.702756558544934
6609,Cv/Mv\R2,Cv.Mv\Rak,dsmCv.msdMvM\R,dsmCv,.,msdMvM,\,R,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,20973.003263727656304,9800517.556418415158987
6610,Ca/Mv\R1,Ca.Mv\Rj,dsmCa.msdMvM\R,dsmCa,.,msdMvM,\,R,,,,,,,d,s,m,C,,,,a,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,14216.464403872825642,5046547.526939706876874
6611,R2,Rak,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,4564.399655646261635,865143.618537441478111
6612,Ap[W,Ap-W,gszFp-W,gszFp,,,,,,,W,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,1873.582152780265687,87263.310646265963442
6613,Ap,Ap,gszFp,gszFp,,,,,,,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,5860.682462097077405,375609.857917917077430
6614,Rr,Rr,Rr,Rr,,,,,,,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,3628.064580175036099,716555.535572769236751
6615,Af,Af,gszFf,gszFf,,,,,,,,,,,g,s,z,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,1561.029207382694040,175555.812332903326023
6616,R2/Rr,Rakr,Rr,Rr,,,,,,,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,6519.683694727957118,2509553.743507088627666
6617,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,1414.128082646508574,114851.036704756566905
6618,Mb,Mb,msdMbM,msdMbM,,,,,,,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,2168.345521941961124,115346.457992244395427
6619,Mb\R1,Mb\Rj,msdMbM\R,msdMbM,\,R,,,,,,,,,m,s,d,M,,,M,b,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,6813.129490950232139,2350805.482823446858674
6620,Cv\R2[A,Cv\Rak-A,dsmCv\R-A,dsmCv,\,R,,,,,A,,,,d,s,m,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,15001.419338073314066,3308161.331454112660140
6621,bCf[A,bCf-A,bCf-A,bCf,,,,,,,A,,,,b,,,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,1533.037603491668960,136265.739625181711745
6622,Cv\R2/Ca,Cva\Rak,dsmCva\R,dsmCva,\,R,,,,,,,,,d,s,m,C,,,,v,a,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,17041.439224978134007,4708978.477632652968168
6623,bCa,bCa,bCa,bCa,,,,,,,,,,,b,,,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,5717.916510588634992,622873.604084625374526
6624,R1,Rj,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,5420.486940484212028,783879.649755739606917
6625,Cv\Ca\R1,Cv\Ca\Rj,dsmCv\dsmCa\R,dsmCv,\,dsmCa,\,R,,,,,,,d,s,m,C,,,,v,,,,,d,s,m,C,,,,a,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,11318.518344774949583,2657040.733385396655649
6626,Cv/Mv\Rr,Cv.Mv\Rr,dsmCv.msdMvM\Rr,dsmCv,.,msdMvM,\,Rr,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,17927.796365505921131,5919322.859172778204083
6627,Dr,Dr,dsmUGrM,dsmUGrM,,,,,,,,,,,d,s,m,U,G,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,3,"Jackson, 1982, Nahanni, GSC Open File 886",,7344.039603985344911,1764664.533765875268728
6628,Cv/Mv\R1/R2,Cv.Mv\Rjak,dsmCv.msdMvM\R,dsmCv,.,msdMvM,\,R,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,7849.736843307665367,1873936.242833059979603
6629,I,I,IN,IN,,,,,,,,,,,,,,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,1381.910421326360165,96759.052630667312769
6630,Cf,Cf,dsmCf,dsmCf,,,,,,,,,,,d,s,m,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,3538.435052757416997,665554.349710962851532
6631,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1357.694957701320845,101976.535284046331071
6632,R2,Rak,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,3625.269641125809358,386536.946978001855314
6633,I,I,IN,IN,,,,,,,,,,,,,,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,1872.067236856231602,195067.191306182590779
6634,Mb/Mv\R1,Mbv\Rj,msdMbvM\R,msdMbvM,\,R,,,,,,,,,m,s,d,M,,,M,b,v,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,7410.573985325245303,1874354.716725002508610
6635,Ov\Mb/Dh/Dr,Ov\Mb.Dhr,euOv\msdMbM.dsmUGhrM,euOv,\,msdMbM,.,dsmUGhrM,,,,,,,e,u,,O,,,,v,,,,,m,s,d,M,,,M,b,,,,,d,s,m,U,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,9,"Jackson, 1982, Nahanni, GSC Open File 886",,35971.747980518550321,11394733.019109444692731
6636,Ov\Mb/Dh/Dr,Ov\Mb.Dhr,euOv\msdMbM.dsmUGhrM,euOv,\,msdMbM,.,dsmUGhrM,,,,,,,e,u,,O,,,,v,,,,,m,s,d,M,,,M,b,,,,,d,s,m,U,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,52155.812757889478235,23776659.599055282771587
6637,Mv\R1,Mv\Rj,msdMvM\R,msdMvM,\,R,,,,,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,6529.954023487513950,1746728.762893202947453
6638,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,1217.495740357362820,58064.444177758137812
6639,Rs,Rs,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,4413.199777928677577,1004537.511901670251973
6640,bCa[A,bCa-A,bCa-A,bCa,,,,,,,A,,,,b,,,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,2995.500875668553363,248564.632652940868866
6641,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1335.350443204720705,90897.050849184102844
6642,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,2379.522796756595199,310361.853191678063013
6643,Rs[A,Rs-A,R-A,R,,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,16102.348942306172830,6515513.212455232627690
6644,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,11521.756309529955615,1523939.283986593596637
6645,Dr//Gt,Dr//Gt,dsmUGrM//gsFGtM,dsmUGrM,//,gsFGtM,,,,,,,,,d,s,m,U,G,,M,r,,,,,g,s,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,2,"Jackson, 1982, Nahanni, GSC Open File 886",,6706.209549637654163,2138718.810970289632678
6646,Af,Af,gszFf,gszFf,,,,,,,,,,,g,s,z,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,2514.370778836937006,344816.900086177513003
6647,R2,Rak,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,1917.944422658715212,229058.006158394447993
6648,I,I,IN,IN,,,,,,,,,,,,,,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,1646.886783301335299,144568.918403284013039
6649,bCa,bCa,bCa,bCa,,,,,,,,,,,b,,,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,7623.251241470426066,1108249.174141189781949
6650,Dh//Gt,Dh//Gt,dsmUGhM//gsFGtM,dsmUGhM,//,gsFGtM,,,,,,,,,d,s,m,U,G,,M,h,,,,,g,s,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,7,"Jackson, 1982, Nahanni, GSC Open File 886",,10116.592597501556156,2959232.831127714831382
6651,Cv[A\R2,Cv\Rak-A,dsmCv\R-A,dsmCv,\,R,,,,,A,,,,d,s,m,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,10058.461495509291126,2242345.853496847208589
6652,Cf,Cf,dsmCf,dsmCf,,,,,,,,,,,d,s,m,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,1953.601569033337910,230061.748992981156334
6653,Mv/Ca\R2,Mv.Ca\Rak,msdMvM.dsmCa\R,msdMvM,.,dsmCa,\,R,,,,,,,m,s,d,M,,,M,v,,,,,d,s,m,C,,,,a,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,21185.069265836740669,5930676.135894923470914
6654,Gr,Gr,gsFGrM,gsFGrM,,,,,,,,,,,g,s,,F,G,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jackson, 1982, Nahanni, GSC Open File 886",,2949.894251774571785,370844.203773904708214
6655,Cv/Mv\Rn,Cv.Mv\Rn,dsmCv.msdMvM\Rm,dsmCv,.,msdMvM,\,Rm,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,24309.324605825822800,19601805.169908720999956
6656,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,1189.320980528854307,98862.747006421297556
6657,CL,CL,C-L,C,,,,,,,L,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,2107.513132785342350,245203.558317349175923
6658,At,At,gszFt,gszFt,,,,,,,,,,,g,s,z,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,4376.237006275222484,528412.590819882694632
6659,Ca[A,Ca-A,dsmCa-A,dsmCa,,,,,,,A,,,,d,s,m,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,6,"Jackson, 1982, Nahanni, GSC Open File 886",,2193.069079884113762,182773.282105512305861
6660,I,I,IN,IN,,,,,,,,,,,,,,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,3301.934758396978850,664727.404599833418615
6661,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1196.502170634559207,72359.739436851814389
6662,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,1172.018677759357615,81334.251833817368606
6663,R2/Rs[A,Raks-A,R-A,R,,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,11962.234199642298336,5116340.657573871314526
6664,R1,Rj,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Jackson, 1982, Nahanni, GSC Open File 886",,3103.445817841543885,446919.094886447361205
6665,Ca/Mv\R1[A,Ca.Mv\Rj-A,dsmCa.msdMvM\R-A,dsmCa,.,msdMvM,\,R,,,A,,,,d,s,m,C,,,,a,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,2,"Jackson, 1982, Nahanni, GSC Open File 886",,4405.327826458703385,739602.428111807210371
6666,At,At,gszFt,gszFt,,,,,,,,,,,g,s,z,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Jackson, 1982, Nahanni, GSC Open File 886",,5527.656641398350985,1028904.659563769586384
6667,Cv/Mv\R2,Cv.Mv\Rak,dsmCv.msdMvM\R,dsmCv,.,msdMvM,\,R,,,,,,,d,s,m,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Jackson, 1982, Nahanni, GSC Open File 886",,6356.917665666022913,1467469.549732726998627
6668,R2,Rak,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Jackson, 1982, Nahanni, GSC Open File 886",,3477.699349939013246,378089.800861428841017
6669,Dr,Dr,dsmUGrM,dsmUGrM,,,,,,,,,,,d,s,m,U,G,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change D to UG,6,"Jackson, 1982, Nahanni, GSC Open File 886",,1679.841816882651983,129907.225095084169880
6670,C-ZFg,Rg,Cm-ZFg,Cm,,,,,,,ZFg,,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,,7,"Jackson, 1982, Nahanni, GSC Open File 886",,1190.998289670443228,78589.193439343071077
6671,Ca/Cv\R2,Cav\Rak,dsmCav\R,dsmCav,\,R,,,,,,,,,d,s,m,C,,,,a,v,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Jackson, 1982, Nahanni, GSC Open File 886",,9328.491331837556572,1898135.938198920106515
6672,Ap,Ap,gszFp,gszFp,,,,,,,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Jackson, 1982, Nahanni, GSC Open File 886",,3870.930359706871059,548143.013101345743053
